group,letter,noise,n_TP,n_FP,n_FN,n_COMPLEMENT,n_CICLO,n_samples,tasa_TP,tasa_FP,tasa_FN,tasa_COMPLEMENT,tasa_CICLO
AJKU,K,0.4,9,5,8,3,5,30,0.3,0.16666666666666666,0.26666666666666666,0.1,0.16666666666666666
AJKU,K,0.45,5,8,3,6,8,30,0.16666666666666666,0.26666666666666666,0.1,0.2,0.26666666666666666
AJKU,K,0.5,1,5,7,7,10,30,0.03333333333333333,0.16666666666666666,0.23333333333333334,0.23333333333333334,0.3333333333333333
AJKU,K,0.55,0,5,10,4,11,30,0.0,0.16666666666666666,0.3333333333333333,0.13333333333333333,0.36666666666666664
AJKU,K,0.6,1,3,9,9,8,30,0.03333333333333333,0.1,0.3,0.3,0.26666666666666666
AJKU,K,0.65,0,1,6,15,8,30,0.0,0.03333333333333333,0.2,0.5,0.26666666666666666
AJKU,U,0.05,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
AJKU,U,0.1,29,0,1,0,0,30,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0
AJKU,U,0.15,29,0,0,0,1,30,0.9666666666666667,0.0,0.0,0.0,0.03333333333333333
AJKU,U,0.2,27,0,0,0,3,30,0.9,0.0,0.0,0.0,0.1
AJKU,U,0.25,24,0,1,1,4,30,0.8,0.0,0.03333333333333333,0.03333333333333333,0.13333333333333333
AJKU,U,0.3,19,2,3,1,5,30,0.6333333333333333,0.06666666666666667,0.1,0.03333333333333333,0.16666666666666666
AJKU,U,0.35,13,0,7,2,8,30,0.43333333333333335,0.0,0.23333333333333334,0.06666666666666667,0.26666666666666666
AJKU,U,0.4,12,2,5,5,6,30,0.4,0.06666666666666667,0.16666666666666666,0.16666666666666666,0.2
AJKU,U,0.45,6,5,7,4,8,30,0.2,0.16666666666666666,0.23333333333333334,0.13333333333333333,0.26666666666666666
AJKU,U,0.5,1,5,9,7,8,30,0.03333333333333333,0.16666666666666666,0.3,0.23333333333333334,0.26666666666666666
AJKU,U,0.55,0,6,10,5,9,30,0.0,0.2,0.3333333333333333,0.16666666666666666,0.3
AJKU,U,0.6,0,1,11,9,9,30,0.0,0.03333333333333333,0.36666666666666664,0.3,0.3
AJKU,U,0.65,0,2,9,14,5,30,0.0,0.06666666666666667,0.3,0.4666666666666667,0.16666666666666666
BDOX,B,0.05,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
BDOX,B,0.1,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
BDOX,B,0.15,0,29,0,0,1,30,0.0,0.9666666666666667,0.0,0.0,0.03333333333333333
BDOX,B,0.2,0,29,0,0,1,30,0.0,0.9666666666666667,0.0,0.0,0.03333333333333333
BDOX,B,0.25,0,27,0,0,3,30,0.0,0.9,0.0,0.0,0.1
BDOX,B,0.3,0,25,0,0,5,30,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666
BDOX,B,0.35,0,24,0,2,4,30,0.0,0.8,0.0,0.06666666666666667,0.13333333333333333
BDOX,B,0.4,0,17,0,8,5,30,0.0,0.5666666666666667,0.0,0.26666666666666666,0.16666666666666666
BDOX,B,0.45,0,16,0,7,7,30,0.0,0.5333333333333333,0.0,0.23333333333333334,0.23333333333333334
BDOX,B,0.5,0,15,0,9,6,30,0.0,0.5,0.0,0.3,0.2
BDOX,B,0.55,0,12,0,12,6,30,0.0,0.4,0.0,0.4,0.2
BDOX,B,0.6,0,9,0,15,6,30,0.0,0.3,0.0,0.5,0.2
BDOX,B,0.65,0,3,0,24,3,30,0.0,0.1,0.0,0.8,0.1
BDOX,D,0.05,27,0,0,0,3,30,0.9,0.0,0.0,0.0,0.1
BDOX,D,0.1,27,1,0,0,2,30,0.9,0.03333333333333333,0.0,0.0,0.06666666666666667
BDOX,D,0.15,23,1,0,0,6,30,0.7666666666666667,0.03333333333333333,0.0,0.0,0.2
BDOX,D,0.2,21,3,0,0,6,30,0.7,0.1,0.0,0.0,0.2
BDOX,D,0.25,17,4,0,0,9,30,0.5666666666666667,0.13333333333333333,0.0,0.0,0.3
BDOX,D,0.3,14,6,0,0,10,30,0.4666666666666667,0.2,0.0,0.0,0.3333333333333333
BDOX,D,0.35,14,7,0,0,9,30,0.4666666666666667,0.23333333333333334,0.0,0.0,0.3
BDOX,D,0.4,11,9,0,3,7,30,0.36666666666666664,0.3,0.0,0.1,0.23333333333333334
BDOX,D,0.45,5,9,0,11,5,30,0.16666666666666666,0.3,0.0,0.36666666666666664,0.16666666666666666
BDOX,D,0.5,5,9,0,10,6,30,0.16666666666666666,0.3,0.0,0.3333333333333333,0.2
BDOX,D,0.55,4,8,0,14,4,30,0.13333333333333333,0.26666666666666666,0.0,0.4666666666666667,0.13333333333333333
BDOX,D,0.6,4,4,0,19,3,30,0.13333333333333333,0.13333333333333333,0.0,0.6333333333333333,0.1
BDOX,D,0.65,2,0,0,25,3,30,0.06666666666666667,0.0,0.0,0.8333333333333334,0.1
BDOX,O,0.05,26,0,0,0,4,30,0.8666666666666667,0.0,0.0,0.0,0.13333333333333333
BDOX,O,0.1,25,2,0,0,3,30,0.8333333333333334,0.06666666666666667,0.0,0.0,0.1
BDOX,O,0.15,21,2,0,0,7,30,0.7,0.06666666666666667,0.0,0.0,0.23333333333333334
BDOX,O,0.2,20,4,0,0,6,30,0.6666666666666666,0.13333333333333333,0.0,0.0,0.2
BDOX,O,0.25,17,4,0,0,9,30,0.5666666666666667,0.13333333333333333,0.0,0.0,0.3
BDOX,O,0.3,14,6,0,0,10,30,0.4666666666666667,0.2,0.0,0.0,0.3333333333333333
BDOX,O,0.35,11,11,0,0,8,30,0.36666666666666664,0.36666666666666664,0.0,0.0,0.26666666666666666
BDOX,O,0.4,6,11,0,5,8,30,0.2,0.36666666666666664,0.0,0.16666666666666666,0.26666666666666666
BDOX,O,0.45,5,8,0,11,6,30,0.16666666666666666,0.26666666666666666,0.0,0.36666666666666664,0.2
BDOX,O,0.5,5,9,0,12,4,30,0.16666666666666666,0.3,0.0,0.4,0.13333333333333333
BDOX,O,0.55,4,7,0,16,3,30,0.13333333333333333,0.23333333333333334,0.0,0.5333333333333333,0.1
BDOX,O,0.6,3,5,0,19,3,30,0.1,0.16666666666666666,0.0,0.6333333333333333,0.1
BDOX,O,0.65,0,2,0,22,6,30,0.0,0.06666666666666667,0.0,0.7333333333333333,0.2
BDOX,X,0.05,0,0,0,30,0,30,0.0,0.0,0.0,1.0,0.0
BDOX,X,0.1,0,0,0,30,0,30,0.0,0.0,0.0,1.0,0.0
BDOX,X,0.15,0,0,0,29,1,30,0.0,0.0,0.0,0.9666666666666667,0.03333333333333333
BDOX,X,0.2,0,0,0,29,1,30,0.0,0.0,0.0,0.9666666666666667,0.03333333333333333
BDOX,X,0.25,0,0,0,27,3,30,0.0,0.0,0.0,0.9,0.1
BDOX,X,0.3,0,1,0,24,5,30,0.0,0.03333333333333333,0.0,0.8,0.16666666666666666
BDOX,X,0.35,0,3,0,22,5,30,0.0,0.1,0.0,0.7333333333333333,0.16666666666666666
BDOX,X,0.4,0,5,0,19,6,30,0.0,0.16666666666666666,0.0,0.6333333333333333,0.2
BDOX,X,0.45,0,8,0,16,6,30,0.0,0.26666666666666666,0.0,0.5333333333333333,0.2
BDOX,X,0.5,0,12,0,13,5,30,0.0,0.4,0.0,0.43333333333333335,0.16666666666666666
BDOX,X,0.55,0,14,0,11,5,30,0.0,0.4666666666666667,0.0,0.36666666666666664,0.16666666666666666
BDOX,X,0.6,0,18,0,7,5,30,0.0,0.6,0.0,0.23333333333333334,0.16666666666666666
BDOX,X,0.65,0,23,0,4,3,30,0.0,0.7666666666666667,0.0,0.13333333333333333,0.1
GRTV,G,0.05,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
GRTV,G,0.1,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
GRTV,G,0.15,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
GRTV,G,0.2,29,0,0,0,1,30,0.9666666666666667,0.0,0.0,0.0,0.03333333333333333
GRTV,G,0.25,26,1,0,0,3,30,0.8666666666666667,0.03333333333333333,0.0,0.0,0.1
GRTV,G,0.3,20,2,3,1,4,30,0.6666666666666666,0.06666666666666667,0.1,0.03333333333333333,0.13333333333333333
GRTV,G,0.35,12,6,4,2,6,30,0.4,0.2,0.13333333333333333,0.06666666666666667,0.2
GRTV,G,0.4,8,8,4,6,4,30,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333
GRTV,G,0.45,5,9,3,10,3,30,0.16666666666666666,0.3,0.1,0.3333333333333333,0.1
GRTV,G,0.5,3,10,3,8,6,30,0.1,0.3333333333333333,0.1,0.26666666666666666,0.2
GRTV,G,0.55,2,9,4,11,4,30,0.06666666666666667,0.3,0.13333333333333333,0.36666666666666664,0.13333333333333333
GRTV,G,0.6,1,5,5,14,5,30,0.03333333333333333,0.16666666666666666,0.16666666666666666,0.4666666666666667,0.16666666666666666
GRTV,G,0.65,0,3,5,18,4,30,0.0,0.1,0.16666666666666666,0.6,0.13333333333333333
GRTV,R,0.05,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
GRTV,R,0.1,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
GRTV,R,0.15,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
GRTV,R,0.2,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
GRTV,R,0.25,26,1,0,1,2,30,0.8666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667
GRTV,R,0.3,20,1,3,3,3,30,0.6666666666666666,0.03333333333333333,0.1,0.1,0.1
GRTV,R,0.35,16,3,4,4,3,30,0.5333333333333333,0.1,0.13333333333333333,0.13333333333333333,0.1
GRTV,R,0.4,12,7,4,7,0,30,0.4,0.23333333333333334,0.13333333333333333,0.23333333333333334,0.0
GRTV,R,0.45,7,9,1,9,4,30,0.23333333333333334,0.3,0.03333333333333333,0.3,0.13333333333333333
GRTV,R,0.5,4,7,3,11,5,30,0.13333333333333333,0.23333333333333334,0.1,0.36666666666666664,0.16666666666666666
GRTV,R,0.55,2,7,3,13,5,30,0.06666666666666667,0.23333333333333334,0.1,0.43333333333333335,0.16666666666666666
GRTV,R,0.6,1,7,4,15,3,30,0.03333333333333333,0.23333333333333334,0.13333333333333333,0.5,0.1
GRTV,R,0.65,1,5,2,20,2,30,0.03333333333333333,0.16666666666666666,0.06666666666666667,0.6666666666666666,0.06666666666666667
GRTV,T,0.05,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
GRTV,T,0.1,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
GRTV,T,0.15,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
GRTV,T,0.2,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
GRTV,T,0.25,26,0,2,0,2,30,0.8666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667
GRTV,T,0.3,19,2,5,0,4,30,0.6333333333333333,0.06666666666666667,0.16666666666666666,0.0,0.13333333333333333
GRTV,T,0.35,11,5,4,2,8,30,0.36666666666666664,0.16666666666666666,0.13333333333333333,0.06666666666666667,0.26666666666666666
GRTV,T,0.4,7,7,5,6,5,30,0.23333333333333334,0.23333333333333334,0.16666666666666666,0.2,0.16666666666666666
GRTV,T,0.45,3,6,5,11,5,30,0.1,0.2,0.16666666666666666,0.36666666666666664,0.16666666666666666
GRTV,T,0.5,1,5,3,16,5,30,0.03333333333333333,0.16666666666666666,0.1,0.5333333333333333,0.16666666666666666
GRTV,T,0.55,1,6,3,15,5,30,0.03333333333333333,0.2,0.1,0.5,0.16666666666666666
GRTV,T,0.6,0,4,2,18,6,30,0.0,0.13333333333333333,0.06666666666666667,0.6,0.2
GRTV,T,0.65,0,4,6,19,1,30,0.0,0.13333333333333333,0.2,0.6333333333333333,0.03333333333333333
GRTV,V,0.05,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
GRTV,V,0.1,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
GRTV,V,0.15,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
GRTV,V,0.2,28,0,0,0,2,30,0.9333333333333333,0.0,0.0,0.0,0.06666666666666667
GRTV,V,0.25,26,2,1,0,1,30,0.8666666666666667,0.06666666666666667,0.03333333333333333,0.0,0.03333333333333333
GRTV,V,0.3,22,1,2,1,4,30,0.7333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.13333333333333333
GRTV,V,0.35,13,2,5,4,6,30,0.43333333333333335,0.06666666666666667,0.16666666666666666,0.13333333333333333,0.2
GRTV,V,0.4,7,4,7,5,7,30,0.23333333333333334,0.13333333333333333,0.23333333333333334,0.16666666666666666,0.23333333333333334
GRTV,V,0.45,7,9,4,5,5,30,0.23333333333333334,0.3,0.13333333333333333,0.16666666666666666,0.16666666666666666
GRTV,V,0.5,5,7,3,8,7,30,0.16666666666666666,0.23333333333333334,0.1,0.26666666666666666,0.23333333333333334
GRTV,V,0.55,2,10,4,11,3,30,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.36666666666666664,0.1
GRTV,V,0.6,0,10,2,14,4,30,0.0,0.3333333333333333,0.06666666666666667,0.4666666666666667,0.13333333333333333
GRTV,V,0.65,0,6,4,18,2,30,0.0,0.2,0.13333333333333333,0.6,0.06666666666666667
HMNW,H,0.05,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,H,0.1,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,H,0.15,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,H,0.2,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,H,0.25,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,H,0.3,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,H,0.35,0,27,0,3,0,30,0.0,0.9,0.0,0.1,0.0
HMNW,H,0.4,0,23,0,7,0,30,0.0,0.7666666666666667,0.0,0.23333333333333334,0.0
HMNW,H,0.45,0,19,0,11,0,30,0.0,0.6333333333333333,0.0,0.36666666666666664,0.0
HMNW,H,0.5,0,15,0,15,0,30,0.0,0.5,0.0,0.5,0.0
HMNW,H,0.55,0,12,0,18,0,30,0.0,0.4,0.0,0.6,0.0
HMNW,H,0.6,0,6,0,24,0,30,0.0,0.2,0.0,0.8,0.0
HMNW,H,0.65,0,2,0,28,0,30,0.0,0.06666666666666667,0.0,0.9333333333333333,0.0
HMNW,M,0.05,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,M,0.1,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,M,0.15,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,M,0.2,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,M,0.25,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,M,0.3,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,M,0.35,0,28,0,2,0,30,0.0,0.9333333333333333,0.0,0.06666666666666667,0.0
HMNW,M,0.4,0,26,0,4,0,30,0.0,0.8666666666666667,0.0,0.13333333333333333,0.0
HMNW,M,0.45,0,19,0,11,0,30,0.0,0.6333333333333333,0.0,0.36666666666666664,0.0
HMNW,M,0.5,0,13,0,17,0,30,0.0,0.43333333333333335,0.0,0.5666666666666667,0.0
HMNW,M,0.55,0,8,0,22,0,30,0.0,0.26666666666666666,0.0,0.7333333333333333,0.0
HMNW,M,0.6,0,6,0,24,0,30,0.0,0.2,0.0,0.8,0.0
HMNW,M,0.65,0,3,0,27,0,30,0.0,0.1,0.0,0.9,0.0
HMNW,N,0.05,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
HMNW,N,0.1,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
HMNW,N,0.15,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
HMNW,N,0.2,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
HMNW,N,0.25,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
HMNW,N,0.3,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
HMNW,N,0.35,29,0,0,1,0,30,0.9666666666666667,0.0,0.0,0.03333333333333333,0.0
HMNW,N,0.4,27,0,0,3,0,30,0.9,0.0,0.0,0.1,0.0
HMNW,N,0.45,20,0,0,10,0,30,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
HMNW,N,0.5,15,0,0,15,0,30,0.5,0.0,0.0,0.5,0.0
HMNW,N,0.55,8,0,0,22,0,30,0.26666666666666666,0.0,0.0,0.7333333333333333,0.0
HMNW,N,0.6,6,0,0,24,0,30,0.2,0.0,0.0,0.8,0.0
HMNW,N,0.65,2,0,0,28,0,30,0.06666666666666667,0.0,0.0,0.9333333333333333,0.0
HMNW,W,0.05,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,W,0.1,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,W,0.15,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,W,0.2,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,W,0.25,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,W,0.3,0,30,0,0,0,30,0.0,1.0,0.0,0.0,0.0
HMNW,W,0.35,0,29,0,1,0,30,0.0,0.9666666666666667,0.0,0.03333333333333333,0.0
HMNW,W,0.4,0,26,0,4,0,30,0.0,0.8666666666666667,0.0,0.13333333333333333,0.0
HMNW,W,0.45,0,20,0,10,0,30,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
HMNW,W,0.5,0,16,0,14,0,30,0.0,0.5333333333333333,0.0,0.4666666666666667,0.0
HMNW,W,0.55,0,9,0,21,0,30,0.0,0.3,0.0,0.7,0.0
HMNW,W,0.6,0,6,0,24,0,30,0.0,0.2,0.0,0.8,0.0
HMNW,W,0.65,0,3,0,27,0,30,0.0,0.1,0.0,0.9,0.0
JLRX,J,0.05,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
JLRX,J,0.1,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
JLRX,J,0.15,29,0,1,0,0,30,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0
JLRX,J,0.2,28,0,2,0,0,30,0.9333333333333333,0.0,0.06666666666666667,0.0,0.0
JLRX,J,0.25,24,0,3,0,3,30,0.8,0.0,0.1,0.0,0.1
JLRX,J,0.3,21,2,4,0,3,30,0.7,0.06666666666666667,0.13333333333333333,0.0,0.1
JLRX,J,0.35,19,4,1,2,4,30,0.6333333333333333,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.13333333333333333
JLRX,J,0.4,13,8,1,5,3,30,0.43333333333333335,0.26666666666666666,0.03333333333333333,0.16666666666666666,0.1
JLRX,J,0.45,7,7,4,6,6,30,0.23333333333333334,0.23333333333333334,0.13333333333333333,0.2,0.2
JLRX,J,0.5,3,7,2,11,7,30,0.1,0.23333333333333334,0.06666666666666667,0.36666666666666664,0.23333333333333334
JLRX,J,0.55,1,8,2,13,6,30,0.03333333333333333,0.26666666666666666,0.06666666666666667,0.43333333333333335,0.2
JLRX,J,0.6,0,6,3,14,7,30,0.0,0.2,0.1,0.4666666666666667,0.23333333333333334
JLRX,J,0.65,0,6,1,20,3,30,0.0,0.2,0.03333333333333333,0.6666666666666666,0.1
JLRX,L,0.05,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
JLRX,L,0.1,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
JLRX,L,0.15,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
JLRX,L,0.2,28,0,2,0,0,30,0.9333333333333333,0.0,0.06666666666666667,0.0,0.0
JLRX,L,0.25,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
JLRX,L,0.3,22,1,5,1,1,30,0.7333333333333333,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333
JLRX,L,0.35,15,3,6,2,4,30,0.5,0.1,0.2,0.06666666666666667,0.13333333333333333
JLRX,L,0.4,13,6,3,3,5,30,0.43333333333333335,0.2,0.1,0.1,0.16666666666666666
JLRX,L,0.45,8,7,5,5,5,30,0.26666666666666666,0.23333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666
JLRX,L,0.5,4,7,4,10,5,30,0.13333333333333333,0.23333333333333334,0.13333333333333333,0.3333333333333333,0.16666666666666666
JLRX,L,0.55,0,8,1,15,6,30,0.0,0.26666666666666666,0.03333333333333333,0.5,0.2
JLRX,L,0.6,0,4,4,17,5,30,0.0,0.13333333333333333,0.13333333333333333,0.5666666666666667,0.16666666666666666
JLRX,L,0.65,0,5,2,20,3,30,0.0,0.16666666666666666,0.06666666666666667,0.6666666666666666,0.1
JLRX,R,0.05,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
JLRX,R,0.1,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
JLRX,R,0.15,29,0,0,0,1,30,0.9666666666666667,0.0,0.0,0.0,0.03333333333333333
JLRX,R,0.2,28,0,1,0,1,30,0.9333333333333333,0.0,0.03333333333333333,0.0,0.03333333333333333
JLRX,R,0.25,28,0,0,0,2,30,0.9333333333333333,0.0,0.0,0.0,0.06666666666666667
JLRX,R,0.3,25,2,0,1,2,30,0.8333333333333334,0.06666666666666667,0.0,0.03333333333333333,0.06666666666666667
JLRX,R,0.35,14,8,2,2,4,30,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.13333333333333333
JLRX,R,0.4,13,6,4,2,5,30,0.43333333333333335,0.2,0.13333333333333333,0.06666666666666667,0.16666666666666666
JLRX,R,0.45,8,5,6,8,3,30,0.26666666666666666,0.16666666666666666,0.2,0.26666666666666666,0.1
JLRX,R,0.5,4,5,5,12,4,30,0.13333333333333333,0.16666666666666666,0.16666666666666666,0.4,0.13333333333333333
JLRX,R,0.55,1,5,7,12,5,30,0.03333333333333333,0.16666666666666666,0.23333333333333334,0.4,0.16666666666666666
JLRX,R,0.6,0,7,5,16,2,30,0.0,0.23333333333333334,0.16666666666666666,0.5333333333333333,0.06666666666666667
JLRX,R,0.65,0,3,3,21,3,30,0.0,0.1,0.1,0.7,0.1
JLRX,X,0.05,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
JLRX,X,0.1,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
JLRX,X,0.15,30,0,0,0,0,30,1.0,0.0,0.0,0.0,0.0
JLRX,X,0.2,29,0,0,0,1,30,0.9666666666666667,0.0,0.0,0.0,0.03333333333333333
JLRX,X,0.25,25,1,1,2,1,30,0.8333333333333334,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333
JLRX,X,0.3,22,2,3,2,1,30,0.7333333333333333,0.06666666666666667,0.1,0.06666666666666667,0.03333333333333333
JLRX,X,0.35,18,3,0,5,4,30,0.6,0.1,0.0,0.16666666666666666,0.13333333333333333
JLRX,X,0.4,11,5,1,6,7,30,0.36666666666666664,0.16666666666666666,0.03333333333333333,0.2,0.23333333333333334
JLRX,X,0.45,6,8,2,10,4,30,0.2,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.13333333333333333
JLRX,X,0.5,5,6,3,9,7,30,0.16666666666666666,0.2,0.1,0.3,0.23333333333333334
JLRX,X,0.55,3,6,4,12,5,30,0.1,0.2,0.13333333333333333,0.4,0.16666666666666666
JLRX,X,0.6,1,3,6,13,7,30,0.03333333333333333,0.1,0.2,0.43333333333333335,0.23333333333333334
JLRX,X,0.65,0,4,6,17,3,30,0.0,0.13333333333333333,0.2,0.5666666666666667,0.1
