group,p,letter,noise,sample_idx,seed,target_idx,motivo,iters,outcome,convergio_a,hamming_input_target,hamming_output_target,hamming_input_output,energia_inicial,energia_final
GMPVZ,5,V,0.65,18,19,3,stable,5,COMPLEMENT,-V,16,25,9,-2.7755575615628914e-17,-10.719999999999999
GMPVZ,5,V,0.65,19,20,3,stable,4,COMPLEMENT,-V,20,25,5,-5.12,-10.719999999999999
GMPVZ,5,V,0.65,20,21,3,stable,7,COMPLEMENT,-Z,14,11,9,1.28,-10.56
GMPVZ,5,V,0.65,21,22,3,stable,4,FN,,18,20,6,-2.3999999999999995,-9.92
GMPVZ,5,V,0.65,22,23,3,stable,3,FP,P,16,13,5,-3.04,-10.240000000000002
GMPVZ,5,V,0.65,23,24,3,stable,3,FN,,18,20,4,-3.6799999999999997,-8.96
GMPVZ,5,V,0.65,24,25,3,cycle,3,CICLO,,18,18,4,-5.92,-8.32
GMPVZ,5,V,0.65,25,26,3,stable,3,COMPLEMENT,-V,16,25,9,1.1200000000000003,-10.719999999999999
GMPVZ,5,V,0.65,26,27,3,stable,6,COMPLEMENT,-V,15,25,10,0.9600000000000002,-10.719999999999999
GMPVZ,5,V,0.65,27,28,3,stable,5,COMPLEMENT,-V,16,25,9,0.8000000000000002,-10.719999999999999
GMPVZ,5,V,0.65,28,29,3,stable,6,COMPLEMENT,-M,18,15,7,-2.3999999999999995,-10.879999999999999
GMPVZ,5,V,0.65,29,30,3,stable,4,COMPLEMENT,-V,18,25,7,-0.9599999999999997,-10.719999999999999
GMPVZ,5,Z,0.05,0,1,4,stable,2,TP,Z,1,0,1,-8.16,-10.56
GMPVZ,5,Z,0.05,1,2,4,stable,1,TP,Z,0,0,0,-10.56,-10.56
GMPVZ,5,Z,0.05,2,3,4,stable,2,TP,Z,1,0,1,-9.28,-10.56
GMPVZ,5,Z,0.05,3,4,4,stable,1,TP,Z,0,0,0,-10.56,-10.56
GMPVZ,5,Z,0.05,4,5,4,stable,2,TP,Z,2,0,2,-7.680000000000001,-10.56
GMPVZ,5,Z,0.05,5,6,4,stable,2,TP,Z,2,0,2,-7.68,-10.56
GMPVZ,5,Z,0.05,6,7,4,stable,2,TP,Z,3,0,3,-4.96,-10.56
GMPVZ,5,Z,0.05,7,8,4,stable,2,TP,Z,1,0,1,-8.64,-10.56
GMPVZ,5,Z,0.05,8,9,4,stable,3,TP,Z,2,0,2,-8.32,-10.56
GMPVZ,5,Z,0.05,9,10,4,stable,1,TP,Z,0,0,0,-10.56,-10.56
GMPVZ,5,Z,0.05,10,11,4,stable,2,TP,Z,1,0,1,-8.32,-10.56
GMPVZ,5,Z,0.05,11,12,4,stable,2,TP,Z,1,0,1,-8.64,-10.56
GMPVZ,5,Z,0.05,12,13,4,stable,2,TP,Z,1,0,1,-9.28,-10.56
GMPVZ,5,Z,0.05,13,14,4,stable,1,TP,Z,0,0,0,-10.56,-10.56
GMPVZ,5,Z,0.05,14,15,4,stable,2,TP,Z,2,0,2,-7.04,-10.56
GMPVZ,5,Z,0.05,15,16,4,stable,2,TP,Z,2,0,2,-7.680000000000001,-10.56
GMPVZ,5,Z,0.05,16,17,4,stable,2,TP,Z,3,0,3,-4.8,-10.56
GMPVZ,5,Z,0.05,17,18,4,stable,2,TP,Z,2,0,2,-6.879999999999999,-10.56
GMPVZ,5,Z,0.05,18,19,4,stable,2,TP,Z,1,0,1,-9.28,-10.56
GMPVZ,5,Z,0.05,19,20,4,stable,2,TP,Z,1,0,1,-9.28,-10.56
GMPVZ,5,Z,0.05,20,21,4,stable,2,TP,Z,1,0,1,-8.16,-10.56
GMPVZ,5,Z,0.05,21,22,4,stable,1,TP,Z,0,0,0,-10.56,-10.56
GMPVZ,5,Z,0.05,22,23,4,stable,2,TP,Z,1,0,1,-9.28,-10.56
GMPVZ,5,Z,0.05,23,24,4,stable,2,TP,Z,2,0,2,-8.64,-10.56
GMPVZ,5,Z,0.05,24,25,4,stable,2,TP,Z,2,0,2,-6.720000000000001,-10.56
GMPVZ,5,Z,0.05,25,26,4,stable,1,TP,Z,0,0,0,-10.56,-10.56
GMPVZ,5,Z,0.05,26,27,4,stable,2,TP,Z,2,0,2,-7.359999999999999,-10.56
GMPVZ,5,Z,0.05,27,28,4,stable,2,TP,Z,2,0,2,-7.199999999999999,-10.56
GMPVZ,5,Z,0.05,28,29,4,stable,2,TP,Z,3,0,3,-5.92,-10.56
GMPVZ,5,Z,0.05,29,30,4,stable,1,TP,Z,0,0,0,-10.56,-10.56
GMPVZ,5,Z,0.1,0,1,4,stable,2,TP,Z,1,0,1,-8.16,-10.56
GMPVZ,5,Z,0.1,1,2,4,stable,2,TP,Z,2,0,2,-7.200000000000001,-10.56
GMPVZ,5,Z,0.1,2,3,4,stable,3,TP,Z,3,0,3,-7.5200000000000005,-10.56
GMPVZ,5,Z,0.1,3,4,4,stable,2,TP,Z,1,0,1,-8.32,-10.56
GMPVZ,5,Z,0.1,4,5,4,stable,4,TP,Z,5,0,5,-3.04,-10.56
GMPVZ,5,Z,0.1,5,6,4,stable,2,TP,Z,3,0,3,-6.4,-10.56
GMPVZ,5,Z,0.1,6,7,4,stable,2,TP,Z,3,0,3,-4.96,-10.56
GMPVZ,5,Z,0.1,7,8,4,stable,2,TP,Z,1,0,1,-8.64,-10.56
GMPVZ,5,Z,0.1,8,9,4,stable,3,TP,Z,3,0,3,-6.880000000000001,-10.56
GMPVZ,5,Z,0.1,9,10,4,stable,1,TP,Z,0,0,0,-10.56,-10.56
GMPVZ,5,Z,0.1,10,11,4,stable,2,TP,Z,2,0,2,-7.040000000000001,-10.56
GMPVZ,5,Z,0.1,11,12,4,stable,2,TP,Z,2,0,2,-6.88,-10.56
GMPVZ,5,Z,0.1,12,13,4,stable,3,TP,Z,3,0,3,-7.04,-10.56
GMPVZ,5,Z,0.1,13,14,4,stable,2,TP,Z,1,0,1,-9.120000000000001,-10.56
GMPVZ,5,Z,0.1,14,15,4,stable,2,TP,Z,2,0,2,-7.04,-10.56
GMPVZ,5,Z,0.1,15,16,4,stable,2,TP,Z,3,0,3,-5.44,-10.56
GMPVZ,5,Z,0.1,16,17,4,stable,2,TP,Z,4,0,4,-3.6799999999999997,-10.56
GMPVZ,5,Z,0.1,17,18,4,stable,2,TP,Z,3,0,3,-4.96,-10.56
GMPVZ,5,Z,0.1,18,19,4,stable,2,TP,Z,3,0,3,-5.119999999999999,-10.56
GMPVZ,5,Z,0.1,19,20,4,cycle,4,CICLO,,6,4,6,-3.3600000000000003,-8.32
GMPVZ,5,Z,0.1,20,21,4,stable,2,TP,Z,2,0,2,-6.4,-10.56
GMPVZ,5,Z,0.1,21,22,4,stable,2,TP,Z,4,0,4,-3.84,-10.56
GMPVZ,5,Z,0.1,22,23,4,stable,3,TP,Z,2,0,2,-8.8,-10.56
GMPVZ,5,Z,0.1,23,24,4,stable,5,TP,Z,4,0,4,-5.6,-10.56
GMPVZ,5,Z,0.1,24,25,4,stable,2,TP,Z,2,0,2,-6.720000000000001,-10.56
GMPVZ,5,Z,0.1,25,26,4,stable,2,TP,Z,1,0,1,-8.32,-10.56
GMPVZ,5,Z,0.1,26,27,4,stable,2,TP,Z,2,0,2,-7.359999999999999,-10.56
GMPVZ,5,Z,0.1,27,28,4,stable,2,TP,Z,5,0,5,-3.04,-10.56
GMPVZ,5,Z,0.1,28,29,4,stable,4,TP,Z,4,0,4,-5.28,-10.56
GMPVZ,5,Z,0.1,29,30,4,stable,2,TP,Z,2,0,2,-6.5600000000000005,-10.56
GMPVZ,5,Z,0.15,0,1,4,stable,2,TP,Z,3,0,3,-4.96,-10.56
GMPVZ,5,Z,0.15,1,2,4,stable,2,TP,Z,2,0,2,-7.200000000000001,-10.56
GMPVZ,5,Z,0.15,2,3,4,stable,2,TP,Z,4,0,4,-4.640000000000001,-10.56
GMPVZ,5,Z,0.15,3,4,4,stable,2,TP,Z,2,0,2,-6.4,-10.56
GMPVZ,5,Z,0.15,4,5,4,stable,4,TP,Z,5,0,5,-3.04,-10.56
GMPVZ,5,Z,0.15,5,6,4,stable,3,TP,Z,5,0,5,-3.36,-10.56
GMPVZ,5,Z,0.15,6,7,4,stable,2,TP,Z,3,0,3,-4.96,-10.56
GMPVZ,5,Z,0.15,7,8,4,stable,2,TP,Z,2,0,2,-7.68,-10.56
GMPVZ,5,Z,0.15,8,9,4,stable,3,TP,Z,3,0,3,-6.880000000000001,-10.56
GMPVZ,5,Z,0.15,9,10,4,stable,2,TP,Z,4,0,4,-3.52,-10.56
GMPVZ,5,Z,0.15,10,11,4,stable,5,TP,Z,6,0,6,-3.6799999999999997,-10.56
GMPVZ,5,Z,0.15,11,12,4,stable,3,TP,Z,4,0,4,-4.4799999999999995,-10.56
GMPVZ,5,Z,0.15,12,13,4,stable,4,FN,,4,6,4,-7.2,-9.92
GMPVZ,5,Z,0.15,13,14,4,stable,2,TP,Z,1,0,1,-9.120000000000001,-10.56
GMPVZ,5,Z,0.15,14,15,4,stable,2,TP,Z,3,0,3,-5.760000000000001,-10.56
GMPVZ,5,Z,0.15,15,16,4,stable,2,TP,Z,4,0,4,-4.32,-10.56
GMPVZ,5,Z,0.15,16,17,4,stable,2,TP,Z,4,0,4,-3.6799999999999997,-10.56
GMPVZ,5,Z,0.15,17,18,4,stable,2,TP,Z,5,0,5,-2.4,-10.56
GMPVZ,5,Z,0.15,18,19,4,stable,2,TP,Z,3,0,3,-5.119999999999999,-10.56
GMPVZ,5,Z,0.15,19,20,4,cycle,4,CICLO,,8,4,8,-0.4799999999999997,-8.32
GMPVZ,5,Z,0.15,20,21,4,stable,2,TP,Z,3,0,3,-5.12,-10.56
GMPVZ,5,Z,0.15,21,22,4,stable,3,TP,Z,5,0,5,-3.2,-10.56
GMPVZ,5,Z,0.15,22,23,4,stable,3,TP,Z,4,0,4,-5.76,-10.56
GMPVZ,5,Z,0.15,23,24,4,stable,5,TP,Z,4,0,4,-5.6,-10.56
GMPVZ,5,Z,0.15,24,25,4,stable,2,TP,Z,5,0,5,-2.24,-10.56
GMPVZ,5,Z,0.15,25,26,4,stable,2,TP,Z,1,0,1,-8.32,-10.56
GMPVZ,5,Z,0.15,26,27,4,stable,2,TP,Z,3,0,3,-5.76,-10.56
GMPVZ,5,Z,0.15,27,28,4,stable,4,TP,Z,6,0,6,-2.24,-10.56
GMPVZ,5,Z,0.15,28,29,4,stable,4,TP,Z,5,0,5,-4.16,-10.56
GMPVZ,5,Z,0.15,29,30,4,stable,2,TP,Z,3,0,3,-5.6,-10.56
GMPVZ,5,Z,0.2,0,1,4,stable,2,TP,Z,3,0,3,-4.96,-10.56
GMPVZ,5,Z,0.2,1,2,4,stable,4,TP,Z,5,0,5,-4.800000000000001,-10.56
GMPVZ,5,Z,0.2,2,3,4,cycle,3,CICLO,,5,3,8,-4.32,-8.0
GMPVZ,5,Z,0.2,3,4,4,stable,2,TP,Z,4,0,4,-4.48,-10.56
GMPVZ,5,Z,0.2,4,5,4,stable,4,TP,Z,5,0,5,-3.04,-10.56
GMPVZ,5,Z,0.2,5,6,4,stable,4,TP,Z,6,0,6,-2.5599999999999996,-10.56
GMPVZ,5,Z,0.2,6,7,4,stable,2,TP,Z,4,0,4,-4.0,-10.56
GMPVZ,5,Z,0.2,7,8,4,stable,4,TP,Z,5,0,5,-4.800000000000001,-10.56
GMPVZ,5,Z,0.2,8,9,4,stable,3,TP,Z,3,0,3,-6.880000000000001,-10.56
GMPVZ,5,Z,0.2,9,10,4,stable,2,TP,Z,4,0,4,-3.52,-10.56
GMPVZ,5,Z,0.2,10,11,4,stable,5,TP,Z,6,0,6,-3.6799999999999997,-10.56
GMPVZ,5,Z,0.2,11,12,4,stable,4,TP,Z,7,0,7,-1.12,-10.56
GMPVZ,5,Z,0.2,12,13,4,stable,4,FN,,4,6,4,-7.2,-9.92
GMPVZ,5,Z,0.2,13,14,4,stable,2,TP,Z,1,0,1,-9.120000000000001,-10.56
GMPVZ,5,Z,0.2,14,15,4,stable,2,TP,Z,3,0,3,-5.760000000000001,-10.56
GMPVZ,5,Z,0.2,15,16,4,stable,3,FN,,7,3,8,-1.9200000000000002,-8.96
GMPVZ,5,Z,0.2,16,17,4,cycle,5,CICLO,,7,4,7,-1.6,-8.8
GMPVZ,5,Z,0.2,17,18,4,stable,2,TP,Z,5,0,5,-2.4,-10.56
GMPVZ,5,Z,0.2,18,19,4,stable,2,TP,Z,3,0,3,-5.119999999999999,-10.56
GMPVZ,5,Z,0.2,19,20,4,cycle,4,CICLO,,8,4,8,-0.4799999999999997,-8.32
GMPVZ,5,Z,0.2,20,21,4,stable,2,TP,Z,5,0,5,-2.3999999999999995,-10.56
GMPVZ,5,Z,0.2,21,22,4,stable,5,TP,Z,7,0,7,-0.96,-10.56
GMPVZ,5,Z,0.2,22,23,4,stable,3,TP,Z,4,0,4,-5.76,-10.56
GMPVZ,5,Z,0.2,23,24,4,stable,4,TP,Z,5,0,5,-4.640000000000001,-10.56
GMPVZ,5,Z,0.2,24,25,4,stable,3,TP,Z,7,0,7,-0.6399999999999999,-10.56
GMPVZ,5,Z,0.2,25,26,4,stable,2,TP,Z,3,0,3,-5.12,-10.56
GMPVZ,5,Z,0.2,26,27,4,cycle,4,CICLO,,5,3,4,-4.800000000000001,-8.16
GMPVZ,5,Z,0.2,27,28,4,stable,3,TP,Z,7,0,7,-1.44,-10.56
GMPVZ,5,Z,0.2,28,29,4,stable,3,TP,Z,6,0,6,-3.2,-10.56
GMPVZ,5,Z,0.2,29,30,4,stable,3,TP,Z,4,0,4,-4.16,-10.56
GMPVZ,5,Z,0.25,0,1,4,stable,2,TP,Z,4,0,4,-3.3600000000000003,-10.56
GMPVZ,5,Z,0.25,1,2,4,stable,4,TP,Z,5,0,5,-4.800000000000001,-10.56
GMPVZ,5,Z,0.25,2,3,4,stable,3,TP,Z,6,0,6,-2.56,-10.56
GMPVZ,5,Z,0.25,3,4,4,stable,2,TP,Z,4,0,4,-4.48,-10.56
GMPVZ,5,Z,0.25,4,5,4,stable,3,FN,,6,6,6,-3.04,-9.92
GMPVZ,5,Z,0.25,5,6,4,stable,3,TP,Z,7,0,7,-0.64,-10.56
GMPVZ,5,Z,0.25,6,7,4,stable,4,TP,Z,6,0,6,-1.92,-10.56
GMPVZ,5,Z,0.25,7,8,4,stable,4,TP,Z,6,0,6,-4.32,-10.56
GMPVZ,5,Z,0.25,8,9,4,stable,3,TP,Z,3,0,3,-6.880000000000001,-10.56
GMPVZ,5,Z,0.25,9,10,4,stable,4,TP,Z,6,0,6,-2.08,-10.56
GMPVZ,5,Z,0.25,10,11,4,stable,4,TP,Z,7,0,7,-1.6,-10.56
GMPVZ,5,Z,0.25,11,12,4,stable,4,TP,Z,8,0,8,-0.3200000000000004,-10.56
GMPVZ,5,Z,0.25,12,13,4,cycle,6,CICLO,,5,7,4,-6.88,-9.28
GMPVZ,5,Z,0.25,13,14,4,stable,2,TP,Z,2,0,2,-7.84,-10.56
GMPVZ,5,Z,0.25,14,15,4,stable,2,TP,Z,4,0,4,-4.0,-10.56
GMPVZ,5,Z,0.25,15,16,4,stable,3,FN,,7,3,8,-1.9200000000000002,-8.96
GMPVZ,5,Z,0.25,16,17,4,stable,3,TP,Z,8,0,8,-2.7755575615628914e-17,-10.56
GMPVZ,5,Z,0.25,17,18,4,stable,2,TP,Z,5,0,5,-2.4,-10.56
GMPVZ,5,Z,0.25,18,19,4,stable,2,TP,Z,3,0,3,-5.119999999999999,-10.56
GMPVZ,5,Z,0.25,19,20,4,cycle,4,CICLO,,8,4,8,-0.4799999999999997,-8.32
GMPVZ,5,Z,0.25,20,21,4,stable,2,TP,Z,7,0,7,-0.47999999999999965,-10.56
GMPVZ,5,Z,0.25,21,22,4,stable,4,TP,Z,8,0,8,0.3200000000000001,-10.56
GMPVZ,5,Z,0.25,22,23,4,cycle,6,CICLO,,6,3,5,-4.48,-8.32
GMPVZ,5,Z,0.25,23,24,4,stable,4,TP,Z,5,0,5,-4.640000000000001,-10.56
GMPVZ,5,Z,0.25,24,25,4,cycle,8,CICLO,,9,4,11,0.32000000000000006,-8.8
GMPVZ,5,Z,0.25,25,26,4,stable,4,TP,Z,6,0,6,-3.04,-10.56
GMPVZ,5,Z,0.25,26,27,4,cycle,4,CICLO,,5,3,4,-4.800000000000001,-8.16
GMPVZ,5,Z,0.25,27,28,4,stable,5,FN,,8,6,10,-0.6400000000000003,-9.92
GMPVZ,5,Z,0.25,28,29,4,stable,4,TP,Z,7,0,7,-1.4400000000000002,-10.56
GMPVZ,5,Z,0.25,29,30,4,stable,3,TP,Z,5,0,5,-4.0,-10.56
GMPVZ,5,Z,0.3,0,1,4,stable,2,TP,Z,6,0,6,-1.44,-10.56
GMPVZ,5,Z,0.3,1,2,4,stable,5,TP,Z,8,0,8,-1.9199999999999997,-10.56
GMPVZ,5,Z,0.3,2,3,4,stable,6,COMPLEMENT,-V,9,11,8,-0.31999999999999984,-10.719999999999999
GMPVZ,5,Z,0.3,3,4,4,stable,2,TP,Z,4,0,4,-4.48,-10.56
GMPVZ,5,Z,0.3,4,5,4,stable,3,FN,,8,6,8,-0.16000000000000014,-9.92
GMPVZ,5,Z,0.3,5,6,4,stable,3,TP,Z,7,0,7,-0.64,-10.56
GMPVZ,5,Z,0.3,6,7,4,stable,4,TP,Z,8,0,8,-0.32,-10.56
GMPVZ,5,Z,0.3,7,8,4,stable,4,FP,P,9,13,6,-3.0399999999999996,-10.240000000000002
GMPVZ,5,Z,0.3,8,9,4,stable,3,FN,,6,3,5,-4.48,-8.96
GMPVZ,5,Z,0.3,9,10,4,stable,4,TP,Z,6,0,6,-2.08,-10.56
GMPVZ,5,Z,0.3,10,11,4,stable,4,FN,,8,6,6,-0.8000000000000003,-9.92
GMPVZ,5,Z,0.3,11,12,4,cycle,6,CICLO,,11,5,8,0.15999999999999975,-8.48
GMPVZ,5,Z,0.3,12,13,4,stable,2,FN,,7,6,5,-2.5600000000000005,-9.120000000000001
GMPVZ,5,Z,0.3,13,14,4,stable,3,TP,Z,3,0,3,-6.880000000000001,-10.56
GMPVZ,5,Z,0.3,14,15,4,stable,2,TP,Z,4,0,4,-4.0,-10.56
GMPVZ,5,Z,0.3,15,16,4,stable,10,FP,G,9,11,10,5.551115123125783e-17,-10.239999999999998
GMPVZ,5,Z,0.3,16,17,4,stable,9,FP,G,9,11,10,0.64,-10.239999999999998
GMPVZ,5,Z,0.3,17,18,4,stable,3,TP,Z,6,0,6,-1.9199999999999995,-10.56
GMPVZ,5,Z,0.3,18,19,4,stable,3,TP,Z,4,0,4,-4.319999999999999,-10.56
GMPVZ,5,Z,0.3,19,20,4,stable,4,FN,,10,5,9,0.3199999999999999,-8.799999999999999
GMPVZ,5,Z,0.3,20,21,4,stable,4,TP,Z,8,0,8,0.31999999999999995,-10.56
GMPVZ,5,Z,0.3,21,22,4,stable,4,TP,Z,8,0,8,0.3200000000000001,-10.56
GMPVZ,5,Z,0.3,22,23,4,cycle,6,CICLO,,6,3,5,-4.48,-8.32
GMPVZ,5,Z,0.3,23,24,4,stable,4,TP,Z,5,0,5,-4.640000000000001,-10.56
GMPVZ,5,Z,0.3,24,25,4,stable,3,FP,V,10,14,8,0.32000000000000006,-10.719999999999999
GMPVZ,5,Z,0.3,25,26,4,stable,3,TP,Z,7,0,7,-1.2799999999999998,-10.56
GMPVZ,5,Z,0.3,26,27,4,stable,3,FN,,7,6,7,-3.1999999999999997,-9.92
GMPVZ,5,Z,0.3,27,28,4,stable,5,FN,,8,6,10,-0.6400000000000003,-9.92
GMPVZ,5,Z,0.3,28,29,4,stable,8,TP,Z,9,0,9,0.8,-10.56
GMPVZ,5,Z,0.3,29,30,4,stable,4,TP,Z,6,0,6,-1.9200000000000002,-10.56
GMPVZ,5,Z,0.35,0,1,4,stable,5,TP,Z,9,0,9,0.96,-10.56
GMPVZ,5,Z,0.35,1,2,4,stable,4,COMPLEMENT,-M,10,11,9,-0.7999999999999997,-10.879999999999999
GMPVZ,5,Z,0.35,2,3,4,cycle,5,CICLO,,10,4,12,0.96,-8.32
GMPVZ,5,Z,0.35,3,4,4,stable,2,TP,Z,4,0,4,-4.48,-10.56
GMPVZ,5,Z,0.35,4,5,4,stable,3,FN,,8,6,8,-0.16000000000000014,-9.92
GMPVZ,5,Z,0.35,5,6,4,stable,4,TP,Z,9,0,9,1.12,-10.56
GMPVZ,5,Z,0.35,6,7,4,stable,6,FN,,10,13,11,0.6399999999999999,-8.96
GMPVZ,5,Z,0.35,7,8,4,stable,6,FP,G,11,11,10,-0.47999999999999976,-10.239999999999998
GMPVZ,5,Z,0.35,8,9,4,cycle,3,CICLO,,7,4,7,-2.4000000000000004,-8.8
GMPVZ,5,Z,0.35,9,10,4,stable,3,TP,Z,8,0,8,0.8,-10.56
GMPVZ,5,Z,0.35,10,11,4,stable,4,FN,,8,6,6,-0.8000000000000003,-9.92
GMPVZ,5,Z,0.35,11,12,4,stable,3,FN,,12,7,9,0.7999999999999997,-9.120000000000001
GMPVZ,5,Z,0.35,12,13,4,stable,2,FN,,7,6,5,-2.5600000000000005,-9.120000000000001
GMPVZ,5,Z,0.35,13,14,4,stable,3,TP,Z,3,0,3,-6.880000000000001,-10.56
GMPVZ,5,Z,0.35,14,15,4,stable,5,FN,,7,7,8,-2.5600000000000005,-9.120000000000001
GMPVZ,5,Z,0.35,15,16,4,stable,4,FP,V,10,14,8,0.15999999999999986,-10.719999999999999
GMPVZ,5,Z,0.35,16,17,4,stable,9,FP,G,9,11,10,0.64,-10.239999999999998
GMPVZ,5,Z,0.35,17,18,4,stable,4,TP,Z,7,0,7,-1.92,-10.56
GMPVZ,5,Z,0.35,18,19,4,stable,4,TP,Z,6,0,6,-1.5999999999999999,-10.56
GMPVZ,5,Z,0.35,19,20,4,stable,3,COMPLEMENT,-P,12,12,8,0.31999999999999973,-10.240000000000002
GMPVZ,5,Z,0.35,20,21,4,stable,5,FN,,9,6,9,0.96,-9.92
GMPVZ,5,Z,0.35,21,22,4,stable,5,TP,Z,9,0,9,1.2800000000000002,-10.56
GMPVZ,5,Z,0.35,22,23,4,stable,5,FN,,8,7,9,-2.72,-9.120000000000001
GMPVZ,5,Z,0.35,23,24,4,stable,2,FN,,7,6,5,-5.6000000000000005,-9.92
GMPVZ,5,Z,0.35,24,25,4,stable,3,FP,V,10,14,8,0.32000000000000006,-10.719999999999999
GMPVZ,5,Z,0.35,25,26,4,stable,6,FN,,9,7,10,0.16000000000000003,-9.120000000000001
GMPVZ,5,Z,0.35,26,27,4,stable,3,COMPLEMENT,-G,11,14,7,-1.2799999999999998,-10.239999999999998
GMPVZ,5,Z,0.35,27,28,4,stable,4,FP,P,12,13,7,-1.6,-10.240000000000002
GMPVZ,5,Z,0.35,28,29,4,stable,3,FP,P,10,13,9,0.48,-10.240000000000002
GMPVZ,5,Z,0.35,29,30,4,stable,4,TP,Z,7,0,7,-1.4400000000000004,-10.56
GMPVZ,5,Z,0.4,0,1,4,stable,5,TP,Z,9,0,9,0.96,-10.56
GMPVZ,5,Z,0.4,1,2,4,stable,4,FN,,11,7,10,-1.9199999999999997,-9.120000000000001
GMPVZ,5,Z,0.4,2,3,4,cycle,5,CICLO,,11,6,11,1.6,-8.16
GMPVZ,5,Z,0.4,3,4,4,stable,2,TP,Z,6,0,6,-0.9599999999999997,-10.56
GMPVZ,5,Z,0.4,4,5,4,stable,4,FP,P,10,13,9,0.7999999999999999,-10.240000000000002
GMPVZ,5,Z,0.4,5,6,4,stable,3,FN,,11,13,10,-1.6653345369377348e-16,-8.96
GMPVZ,5,Z,0.4,6,7,4,stable,6,FN,,10,13,11,0.6399999999999999,-8.96
GMPVZ,5,Z,0.4,7,8,4,stable,3,FP,P,14,13,7,-0.47999999999999976,-10.240000000000002
GMPVZ,5,Z,0.4,8,9,4,cycle,3,CICLO,,7,4,7,-2.4000000000000004,-8.8
GMPVZ,5,Z,0.4,9,10,4,stable,3,TP,Z,8,0,8,0.8,-10.56
GMPVZ,5,Z,0.4,10,11,4,stable,4,TP,Z,10,0,10,1.5999999999999999,-10.56
GMPVZ,5,Z,0.4,11,12,4,stable,3,FN,,12,7,9,0.7999999999999997,-9.120000000000001
GMPVZ,5,Z,0.4,12,13,4,stable,2,FN,,7,6,5,-2.5600000000000005,-9.120000000000001
GMPVZ,5,Z,0.4,13,14,4,stable,3,TP,Z,5,0,5,-3.3600000000000003,-10.56
GMPVZ,5,Z,0.4,14,15,4,cycle,6,CICLO,,8,5,9,-0.9600000000000002,-8.48
GMPVZ,5,Z,0.4,15,16,4,stable,3,FP,V,11,14,7,-0.32000000000000006,-10.719999999999999
GMPVZ,5,Z,0.4,16,17,4,stable,5,FP,V,11,14,9,0.4800000000000002,-10.719999999999999
GMPVZ,5,Z,0.4,17,18,4,stable,4,TP,Z,8,0,8,-0.31999999999999973,-10.56
GMPVZ,5,Z,0.4,18,19,4,stable,4,TP,Z,6,0,6,-1.5999999999999999,-10.56
GMPVZ,5,Z,0.4,19,20,4,stable,3,COMPLEMENT,-P,12,12,8,0.31999999999999973,-10.240000000000002
GMPVZ,5,Z,0.4,20,21,4,stable,5,FN,,9,6,9,0.96,-9.92
GMPVZ,5,Z,0.4,21,22,4,stable,10,COMPLEMENT,-M,12,11,9,0.96,-10.879999999999999
GMPVZ,5,Z,0.4,22,23,4,stable,5,FN,,9,7,10,-0.9600000000000002,-9.120000000000001
GMPVZ,5,Z,0.4,23,24,4,stable,4,COMPLEMENT,-M,9,11,8,-1.92,-10.879999999999999
GMPVZ,5,Z,0.4,24,25,4,stable,2,FP,V,13,14,5,-3.04,-10.719999999999999
GMPVZ,5,Z,0.4,25,26,4,stable,6,FN,,9,7,10,0.16000000000000003,-9.120000000000001
GMPVZ,5,Z,0.4,26,27,4,stable,3,COMPLEMENT,-G,12,14,8,-0.31999999999999973,-10.239999999999998
GMPVZ,5,Z,0.4,27,28,4,stable,4,FP,P,12,13,7,-1.6,-10.240000000000002
GMPVZ,5,Z,0.4,28,29,4,stable,6,FN,,12,18,10,1.7599999999999998,-8.96
GMPVZ,5,Z,0.4,29,30,4,cycle,4,CICLO,,9,3,6,-0.1599999999999997,-8.32
GMPVZ,5,Z,0.45,0,1,4,stable,4,COMPLEMENT,-P,12,12,10,1.9200000000000002,-10.240000000000002
GMPVZ,5,Z,0.45,1,2,4,stable,3,COMPLEMENT,-P,13,12,5,-3.84,-10.240000000000002
GMPVZ,5,Z,0.45,2,3,4,stable,5,FP,M,13,14,11,1.76,-10.879999999999999
GMPVZ,5,Z,0.45,3,4,4,stable,3,TP,Z,7,0,7,-0.32000000000000006,-10.56
GMPVZ,5,Z,0.45,4,5,4,stable,6,FN,,12,6,12,2.08,-9.92
GMPVZ,5,Z,0.45,5,6,4,stable,4,FP,M,12,14,8,-0.16000000000000053,-10.879999999999999
GMPVZ,5,Z,0.45,6,7,4,stable,7,FN,,11,6,11,0.96,-9.92
GMPVZ,5,Z,0.45,7,8,4,stable,3,FP,P,16,13,7,-1.2799999999999996,-10.240000000000002
GMPVZ,5,Z,0.45,8,9,4,stable,4,FN,,8,5,7,-0.7999999999999999,-8.96
GMPVZ,5,Z,0.45,9,10,4,stable,3,TP,Z,9,0,9,1.2799999999999998,-10.56
GMPVZ,5,Z,0.45,10,11,4,stable,4,TP,Z,10,0,10,1.5999999999999999,-10.56
GMPVZ,5,Z,0.45,11,12,4,stable,6,FN,,13,7,10,0.31999999999999995,-9.120000000000001
GMPVZ,5,Z,0.45,12,13,4,stable,5,COMPLEMENT,-M,9,11,8,-1.2799999999999998,-10.879999999999999
GMPVZ,5,Z,0.45,13,14,4,stable,3,TP,Z,6,0,6,-1.76,-10.56
GMPVZ,5,Z,0.45,14,15,4,cycle,6,CICLO,,8,5,9,-0.9600000000000002,-8.48
